element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
N,4,"=""""","=""""","=""344.522""","=""""","=""""","=""4.60e+07""",B,"=""465291.8""","=""494309.2""","=""1s2.2p.(2P*).3s""","=""3P*""","=""0""","=""1s2.2p.(2P*).3p""","=""3P""","=""1""",,"=""T5633LS""","=""""",
N,3,"=""""","=""""","=""345.004""","=""""","=""""","=""1.13e+06""",B,"=""309185.2""","=""338162.1""","=""2s.2p.(3P*).3p""","=""2P""","=""3/2""","=""2s2.5p""","=""2P*""","=""3/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""""","=""345.101""","=""""","=""""","=""4.52e+05""",B,"=""309185.2""","=""338153.9""","=""2s.2p.(3P*).3p""","=""2P""","=""3/2""","=""2s2.5p""","=""2P*""","=""1/2""",,"=""T7192LS""","=""""",
N,2,"=""""","=""""","=""345.1277""","=""""","=""""","=""1.14e+05""",D,"=""168892.21""","=""197858.69""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.4s""","=""1P*""","=""1""",,"=""T6385""","=""""",
N,4,"=""""","=""""","=""345.465""","=""""","=""""","=""3.42e+07""",B,"=""465371.0""","=""494309.2""","=""1s2.2p.(2P*).3s""","=""3P*""","=""1""","=""1s2.2p.(2P*).3p""","=""3P""","=""1""",,"=""T5633LS""","=""""",
N,4,"=""""","=""""","=""346.136""","=""""","=""""","=""1.36e+08""",B,"=""465371.0""","=""494253.1""","=""1s2.2p.(2P*).3s""","=""3P*""","=""1""","=""1s2.2p.(2P*).3p""","=""3P""","=""0""",,"=""T5633LS""","=""""",
N,4,"=""346.337""","=""""","=""346.336""","=""""","=""90""","=""1.02e+08""",B,"=""465536.6""","=""494402.0""","=""1s2.2p.(2P*).3s""","=""3P*""","=""2""","=""1s2.2p.(2P*).3p""","=""3P""","=""2""",,"=""T5633LS""","=""L4738""",
N,1,"=""""","=""""","=""346.64971""","=""""","=""""","=""6.5e-03""",D,"=""0.000""","=""28839.306""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p3""","=""2P*""","=""3/2""",M1,"=""T7370""","=""""",
N,1,"=""""","=""""","=""346.65435""","=""""","=""""","=""2.6e-03""",D,"=""0.000""","=""28838.920""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p3""","=""2P*""","=""1/2""",M1,"=""T7370""","=""""",
N,4,"=""""","=""""","=""347.453""","=""""","=""""","=""5.61e+07""",B,"=""465536.6""","=""494309.2""","=""1s2.2p.(2P*).3s""","=""3P*""","=""2""","=""1s2.2p.(2P*).3p""","=""3P""","=""1""",,"=""T5633LS""","=""""",
N,4,"=""347.871""","=""""","=""347.872""","=""""","=""570""","=""1.06e+08""",B,"=""377284.8""","=""406022.8""","=""1s2.2s.3s""","=""3S""","=""1""","=""1s2.2s.3p""","=""3P*""","=""2""",,"=""T5633,T2966,LS""","=""L4738""",
N,4,"=""348.299""","=""""","=""348.300""","=""""","=""500""","=""1.06e+08""",B,"=""377284.8""","=""405987.5""","=""1s2.2s.3s""","=""3S""","=""1""","=""1s2.2s.3p""","=""3P*""","=""1""",,"=""T5633,T2966,LS""","=""L4738""",
N,4,"=""348.496""","=""""","=""348.493""","=""""","=""400""","=""1.06e+08""",B,"=""377284.8""","=""405971.6""","=""1s2.2s.3s""","=""3S""","=""1""","=""1s2.2s.3p""","=""3P*""","=""0""",,"=""T5633,T2966,LS""","=""L4738""",
N,5,"=""""","=""""","=""351.976""","=""""","=""""","=""9.61e+05""",B,"=""[733515.4]""","=""[761918.3]""","=""1s2.7d""","=""2D""","=""3/2""","=""1s2.10p""","=""2P*""","=""3/2""",,"=""T3225LS""","=""""",
N,5,"=""""","=""""","=""351.998""","=""""","=""""","=""8.64e+06""",B,"=""[733517.2]""","=""[761918.3]""","=""1s2.7d""","=""2D""","=""5/2""","=""1s2.10p""","=""2P*""","=""3/2""",,"=""T3225LS""","=""""",
N,5,"=""""","=""""","=""352.001""","=""""","=""""","=""9.60e+06""",B,"=""[733515.4]""","=""[761916.3]""","=""1s2.7d""","=""2D""","=""3/2""","=""1s2.10p""","=""2P*""","=""1/2""",,"=""T3225LS""","=""""",
N,5,"=""""","=""""","=""352.268""","=""""","=""""","=""1.04e+07""",B,"=""[733003.3]""","=""[761382.7]""","=""1s2.7p""","=""2P*""","=""1/2""","=""1s2.10s""","=""2S""","=""1/2""",,"=""T3225LS""","=""""",
N,5,"=""""","=""""","=""352.341""","=""""","=""""","=""2.08e+07""",B,"=""[733009.2]""","=""[761382.7]""","=""1s2.7p""","=""2P*""","=""3/2""","=""1s2.10s""","=""2S""","=""1/2""",,"=""T3225LS""","=""""",
N,2,"=""""","=""""","=""359.3597""","=""""","=""""","=""1.21e+07""",B,"=""168892.21""","=""196711.54""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.4s""","=""3P*""","=""2""",,"=""T6385n""","=""""",
N,2,"=""""","=""""","=""360.9097""","=""""","=""""","=""1.41e+07""",B,"=""168892.21""","=""196592.07""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.4s""","=""3P*""","=""1""",,"=""T6385n""","=""""",
N,2,"=""""","=""""","=""361.5864""","=""""","=""""","=""1.53e+07""",B,"=""168892.21""","=""196540.23""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.4s""","=""3P*""","=""0""",,"=""T6385n""","=""""",
N,2,"=""""","=""""","=""366.3829""","=""""","=""""","=""7.77e+04""",D,"=""170572.61""","=""197858.69""","=""2s2.2p.3p""","=""3P""","=""0""","=""2s2.2p.4s""","=""1P*""","=""1""",,"=""T6385""","=""""",
N,2,"=""""","=""""","=""366.8572""","=""""","=""""","=""1.06e+05""",D,"=""170607.89""","=""197858.69""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.4s""","=""1P*""","=""1""",,"=""T6385""","=""""",
N,3,"=""""","=""""","=""367.605""","=""""","=""""","=""9.79e+04""",C+,"=""339744.6""","=""366940""","=""2s.2p.(3P*).3d""","=""2F*""","=""5/2""","=""2s2.8d""","=""2D""","=""3/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""""","=""367.605""","=""""","=""""","=""4.66e+03""",D,"=""339744.6""","=""366940""","=""2s.2p.(3P*).3d""","=""2F*""","=""5/2""","=""2s2.8d""","=""2D""","=""5/2""",,"=""T7192LS""","=""""",
N,2,"=""""","=""""","=""367.6443""","=""""","=""""","=""5.15e+04""",D,"=""170666.23""","=""197858.69""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.4s""","=""1P*""","=""1""",,"=""T6385""","=""""",
N,4,"=""""","=""""","=""368.994""","=""""","=""""","=""9.10e+06""",B,"=""484498.2""","=""511591.2""","=""1s2.2p.(2P*).3p""","=""3D""","=""1""","=""1s2.2p.(2P*<3/2>).3d""","=""3P*""","=""0""",,"=""T5633LS""","=""""",
N,3,"=""""","=""""","=""369.110""","=""""","=""""","=""9.21e+04""",B,"=""339855.5""","=""366940""","=""2s.2p.(3P*).3d""","=""2F*""","=""7/2""","=""2s2.8d""","=""2D""","=""5/2""",,"=""T7192LS""","=""""",
N,4,"=""""","=""""","=""369.414""","=""""","=""""","=""2.27e+06""",B,"=""484498.2""","=""511560.4""","=""1s2.2p.(2P*).3p""","=""3D""","=""1""","=""1s2.2p.(2P*<3/2>).3d""","=""3P*""","=""1""",,"=""T5633LS""","=""""",
N,4,"=""""","=""""","=""370.113""","=""""","=""""","=""9.02e+04""",B,"=""484498.2""","=""511509.3""","=""1s2.2p.(2P*).3p""","=""3D""","=""1""","=""1s2.2p.(2P*<3/2>).3d""","=""3P*""","=""2""",,"=""T5633LS""","=""""",
N,4,"=""""","=""""","=""370.739""","=""""","=""""","=""6.73e+06""",B,"=""484594.9""","=""511560.4""","=""1s2.2p.(2P*).3p""","=""3D""","=""2""","=""1s2.2p.(2P*<3/2>).3d""","=""3P*""","=""1""",,"=""T5633LS""","=""""",
N,4,"=""""","=""""","=""371.443""","=""""","=""""","=""1.34e+06""",B,"=""484594.9""","=""511509.3""","=""1s2.2p.(2P*).3p""","=""3D""","=""2""","=""1s2.2p.(2P*<3/2>).3d""","=""3P*""","=""2""",,"=""T5633LS""","=""""",
N,4,"=""""","=""""","=""373.543""","=""""","=""""","=""7.37e+06""",B,"=""484746.2""","=""511509.3""","=""1s2.2p.(2P*).3p""","=""3D""","=""3""","=""1s2.2p.(2P*<3/2>).3d""","=""3P*""","=""2""",,"=""T5633LS""","=""""",
N,3,"=""""","=""""","=""374.595""","=""""","=""""","=""1.90e+07""",B,"=""287529.4""","=""314217.3""","=""2s.2p.(3P*).3s""","=""4P*""","=""1/2""","=""2s.2p.(3P*).3p""","=""4S""","=""3/2""",,"=""T7192LS""","=""""",
N,4,"=""374.754""","=""""","=""374.754""","=""""","=""90""","=""9.92e+07""",B,"=""473029.3""","=""499705.9""","=""1s2.2p.(2P*<3/2>).3s""","=""1P*""","=""1""","=""1s2.2p.(2P*<3/2>).3p""","=""1D""","=""2""",,"=""T5633""","=""L4738""",
N,3,"=""""","=""""","=""375.263""","=""""","=""""","=""6.67e+06""",B,"=""309656.2""","=""336296.6""","=""2s.2p.(3P*).3p""","=""4D""","=""1/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""1/2""",,"=""T7192LS""","=""""",
N,3,"=""375.467""","=""""","=""375.469""","=""""","=""90""","=""3.78e+07""",B,"=""287591.5""","=""314217.3""","=""2s.2p.(3P*).3s""","=""4P*""","=""3/2""","=""2s.2p.(3P*).3p""","=""4S""","=""3/2""",,"=""T7192LS""","=""L3513""",
N,3,"=""""","=""""","=""375.757""","=""""","=""""","=""6.64e+05""",B,"=""309656.2""","=""336261.6""","=""2s.2p.(3P*).3p""","=""4D""","=""1/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""3/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""""","=""375.765""","=""""","=""""","=""6.64e+06""",B,"=""309691.8""","=""336296.6""","=""2s.2p.(3P*).3p""","=""4D""","=""3/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""1/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""""","=""376.260""","=""""","=""""","=""4.24e+06""",B,"=""309691.8""","=""336261.6""","=""2s.2p.(3P*).3p""","=""4D""","=""3/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""3/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""""","=""377.036""","=""""","=""""","=""2.63e+05""",B,"=""309691.8""","=""336206.9""","=""2s.2p.(3P*).3p""","=""4D""","=""3/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""5/2""",,"=""T7192LS""","=""""",
N,3,"=""377.105""","=""""","=""377.103""","=""""","=""120""","=""5.59e+07""",B,"=""287706.9""","=""314217.3""","=""2s.2p.(3P*).3s""","=""4P*""","=""5/2""","=""2s.2p.(3P*).3p""","=""4S""","=""3/2""",,"=""T7192LS""","=""L3513""",
N,3,"=""""","=""""","=""377.136""","=""""","=""""","=""8.28e+06""",B,"=""309753.5""","=""336261.6""","=""2s.2p.(3P*).3p""","=""4D""","=""5/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""3/2""",,"=""T7192LS""","=""""",
N,2,"=""""","=""""","=""377.5606""","=""""","=""""","=""6.61e+02""",D,"=""144187.94""","=""170666.23""","=""2s.2p3""","=""1D*""","=""2""","=""2s2.2p.3p""","=""3P""","=""2""",,"=""T7333""","=""""",
N,3,"=""""","=""""","=""377.916""","=""""","=""""","=""2.35e+06""",B,"=""309753.5""","=""336206.9""","=""2s.2p.(3P*).3p""","=""4D""","=""5/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""5/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""""","=""378.903""","=""""","=""""","=""2.40e+06""",B,"=""327058.0""","=""353442.5""","=""2s.2p.(3P*).3p""","=""2S""","=""1/2""","=""2s.2p.(1P*).3s""","=""2P*""","=""3/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""""","=""378.930""","=""""","=""""","=""2.40e+06""",B,"=""327058.0""","=""353440.6""","=""2s.2p.(3P*).3p""","=""2S""","=""1/2""","=""2s.2p.(1P*).3s""","=""2P*""","=""1/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""""","=""379.297""","=""""","=""""","=""1.03e+07""",B,"=""309849.8""","=""336206.9""","=""2s.2p.(3P*).3p""","=""4D""","=""7/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""5/2""",,"=""T7192LS""","=""""",
N,1,"=""""","=""""","=""381.82679""","=""""","=""""","=""8.95e+05""",C+,"=""86137.350""","=""112319.805""","=""2s2.2p2.(3P).3s""","=""2P""","=""1/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""3/2""",,"=""T5714""","=""""",
N,1,"=""""","=""""","=""382.20339""","=""""","=""""","=""3.70e+06""",C+,"=""86137.350""","=""112294.007""","=""2s2.2p2.(3P).3s""","=""2P""","=""1/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""1/2""",,"=""T5714""","=""""",
N,4,"=""""","=""""","=""382.393""","=""""","=""""","=""1.46e+07""",B,"=""480884.2""","=""507027.9""","=""1s2.2p.(2P*<1/2>).3p""","=""1P""","=""1""","=""1s2.2s.4p""","=""1P*""","=""1""",,"=""T5633""","=""""",
N,2,"=""""","=""""","=""382.9795""","=""""","=""""","=""2.42e+07""",B,"=""170607.89""","=""196711.54""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.4s""","=""3P*""","=""2""",,"=""T6385n""","=""""",
N,1,"=""""","=""""","=""383.04343""","=""""","=""""","=""4.67e+06""",C+,"=""86220.510""","=""112319.805""","=""2s2.2p2.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""3/2""",,"=""T5714""","=""""",
N,1,"=""""","=""""","=""383.42244""","=""""","=""""","=""1.89e+06""",C+,"=""86220.510""","=""112294.007""","=""2s2.2p2.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""1/2""",,"=""T5714""","=""""",
N,2,"=""383.837""","=""""","=""383.8374""","=""""","=""285""","=""6.98e+07""",B,"=""170666.23""","=""196711.54""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.4s""","=""3P*""","=""2""",,"=""T6385n""","=""L3513""",
N,2,"=""""","=""""","=""384.1138""","=""""","=""""","=""5.99e+04""",C,"=""202765.26""","=""228791.83""","=""2s2.2p.4p""","=""3D""","=""2""","=""2s.2p2.(4P).3p""","=""3D*""","=""3""",,"=""T5520LS""","=""""",
N,2,"=""""","=""""","=""384.2187""","=""""","=""""","=""3.06e+07""",B,"=""170572.61""","=""196592.07""","=""2s2.2p.3p""","=""3P""","=""0""","=""2s2.2p.4s""","=""3P*""","=""1""",,"=""T6385n""","=""""",
N,2,"=""""","=""""","=""384.2449""","=""""","=""""","=""8.05e+04""",C,"=""202714.12""","=""228731.81""","=""2s2.2p.4p""","=""3D""","=""1""","=""2s.2p2.(4P).3p""","=""3D*""","=""2""",,"=""T5520LS""","=""""",
N,2,"=""""","=""""","=""384.7404""","=""""","=""""","=""2.22e+07""",B,"=""170607.89""","=""196592.07""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.4s""","=""3P*""","=""1""",,"=""T6385n""","=""""",
N,2,"=""""","=""""","=""384.7997""","=""""","=""""","=""4.01e+05""",C+,"=""202714.12""","=""228694.30""","=""2s2.2p.4p""","=""3D""","=""1""","=""2s.2p2.(4P).3p""","=""3D*""","=""1""",,"=""T5520LS""","=""""",
N,2,"=""""","=""""","=""385.0017""","=""""","=""""","=""3.71e+05""",C+,"=""202765.26""","=""228731.81""","=""2s2.2p.4p""","=""3D""","=""2""","=""2s.2p2.(4P).3p""","=""3D*""","=""2""",,"=""T5520LS""","=""""",
N,2,"=""""","=""""","=""385.5096""","=""""","=""""","=""8.82e+07""",B,"=""170607.89""","=""196540.23""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.4s""","=""3P*""","=""0""",,"=""T6385n""","=""""",
N,2,"=""""","=""""","=""385.5374""","=""""","=""""","=""4.72e+05""",C+,"=""202861.36""","=""228791.83""","=""2s2.2p.4p""","=""3D""","=""3""","=""2s.2p2.(4P).3p""","=""3D*""","=""3""",,"=""T5520LS""","=""""",
N,2,"=""""","=""""","=""385.5586""","=""""","=""""","=""1.33e+05""",C,"=""202765.26""","=""228694.30""","=""2s2.2p.4p""","=""3D""","=""2""","=""2s.2p2.(4P).3p""","=""3D*""","=""1""",,"=""T5520LS""","=""""",
N,2,"=""""","=""""","=""385.6062""","=""""","=""""","=""3.71e+07""",B,"=""170666.23""","=""196592.07""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.4s""","=""3P*""","=""1""",,"=""T6385n""","=""""",
N,2,"=""""","=""""","=""386.4318""","=""""","=""""","=""8.23e+04""",C,"=""202861.36""","=""228731.81""","=""2s2.2p.4p""","=""3D""","=""3""","=""2s.2p2.(4P).3p""","=""3D*""","=""2""",,"=""T5520LS""","=""""",
N,1,"=""""","=""""","=""388.75717""","=""""","=""""","=""2.09e+06""",C,"=""86137.350""","=""111853.061""","=""2s2.2p2.(3P).3s""","=""2P""","=""1/2""","=""2s2.2p2.(3P).5p""","=""2D*""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""""","=""389.22051""","=""""","=""""","=""2.50e+06""",C,"=""86220.510""","=""111905.609""","=""2s2.2p2.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p2.(3P).5p""","=""2D*""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""""","=""390.01845""","=""""","=""""","=""4.14e+05""",C,"=""86220.510""","=""111853.061""","=""2s2.2p2.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p2.(3P).5p""","=""2D*""","=""3/2""",,"=""u18,LS""","=""""",
N,2,"=""""","=""""","=""391.3892""","=""""","=""""","=""2.42e+07""",C+,"=""203189.03""","=""228731.81""","=""2s2.2p.4p""","=""3P""","=""1""","=""2s.2p2.(4P).3p""","=""3D*""","=""2""",,"=""T5520LS""","=""""",
N,2,"=""""","=""""","=""391.5414""","=""""","=""""","=""3.22e+07""",C+,"=""203258.98""","=""228791.83""","=""2s2.2p.4p""","=""3P""","=""2""","=""2s.2p2.(4P).3p""","=""3D*""","=""3""",,"=""T5520LS""","=""""",
N,2,"=""""","=""""","=""391.5572""","=""""","=""""","=""1.79e+07""",C+,"=""203162.48""","=""228694.30""","=""2s2.2p.4p""","=""3P""","=""0""","=""2s.2p2.(4P).3p""","=""3D*""","=""1""",,"=""T5520LS""","=""""",
N,2,"=""391.900""","=""""","=""391.9001""","=""""","=""360""","=""7.56e+07""",B+,"=""164610.76""","=""190120.24""","=""2s2.2p.3p""","=""1P""","=""1""","=""2s2.2p.3d""","=""1P*""","=""1""",,"=""T7333""","=""L3513""",
N,2,"=""""","=""""","=""391.9648""","=""""","=""""","=""1.34e+07""",C+,"=""203189.03""","=""228694.30""","=""2s2.2p.4p""","=""3P""","=""1""","=""2s.2p2.(4P).3p""","=""3D*""","=""1""",,"=""T5520LS""","=""""",
N,2,"=""""","=""""","=""392.4640""","=""""","=""""","=""7.99e+06""",C+,"=""203258.98""","=""228731.81""","=""2s2.2p.4p""","=""3P""","=""2""","=""2s.2p2.(4P).3p""","=""3D*""","=""2""",,"=""T5520LS""","=""""",
N,2,"=""""","=""""","=""393.0428""","=""""","=""""","=""8.84e+05""",C+,"=""203258.98""","=""228694.30""","=""2s2.2p.4p""","=""3P""","=""2""","=""2s.2p2.(4P).3p""","=""3D*""","=""1""",,"=""T5520LS""","=""""",
N,3,"=""""","=""""","=""393.450""","=""""","=""""","=""7.49e+07""",B,"=""309131.2""","=""334540.2""","=""2s.2p.(3P*).3p""","=""2P""","=""1/2""","=""2s.2p.(3P*).3d""","=""2D*""","=""3/2""",,"=""T7192LS""","=""""",
N,3,"=""393.852""","=""""","=""393.851""","=""""","=""90""","=""8.96e+07""",B,"=""309185.2""","=""334568.3""","=""2s.2p.(3P*).3p""","=""2P""","=""3/2""","=""2s.2p.(3P*).3d""","=""2D*""","=""5/2""",,"=""T7192LS""","=""L3513""",
N,3,"=""""","=""""","=""394.288""","=""""","=""""","=""1.49e+07""",B,"=""309185.2""","=""334540.2""","=""2s.2p.(3P*).3p""","=""2P""","=""3/2""","=""2s.2p.(3P*).3d""","=""2D*""","=""3/2""",,"=""T7192LS""","=""""",
N,2,"=""395.585""","=""""","=""395.5851""","=""""","=""450""","=""1.21e+07""",B+,"=""148940.17""","=""174212.03""","=""2s2.2p.3s""","=""3P*""","=""1""","=""2s2.2p.3p""","=""1D""","=""2""",,"=""T7333""","=""L3513""",
N,2,"=""""","=""""","=""397.7310""","=""""","=""""","=""7.79e+03""",B+,"=""149076.52""","=""174212.03""","=""2s2.2p.3s""","=""3P*""","=""2""","=""2s2.2p.3p""","=""1D""","=""2""",,"=""T7333""","=""""",
N,2,"=""399.500""","=""""","=""399.4997""","=""""","=""1000""","=""1.22e+08""",A,"=""149187.80""","=""174212.03""","=""2s2.2p.3s""","=""1P*""","=""1""","=""2s2.2p.3p""","=""1D""","=""2""",,"=""T7333""","=""L3513""",
N,3,"=""""","=""""","=""399.650""","=""""","=""""","=""1.57e+06""",B,"=""317747.7""","=""342762.5""","=""2s2.4d""","=""2D""","=""3/2""","=""2s.2p.(3P*).3d""","=""2P*""","=""1/2""",,"=""T7192LS""","=""""",
N,3,"=""399.863""","=""""","=""399.863""","=""""","=""150""","=""1.76e+08""",C+,"=""317747.7""","=""342749.2""","=""2s2.4d""","=""2D""","=""3/2""","=""2s2.5f""","=""2F*""","=""5/2""",,"=""T7192LS""","=""L3513""",
N,3,"=""400.358""","=""""","=""400.358""","=""""","=""200""","=""1.88e+08""",C+,"=""317779.5""","=""342750.1""","=""2s2.4d""","=""2D""","=""5/2""","=""2s2.5f""","=""2F*""","=""7/2""",,"=""T7192LS""","=""L3513""",
N,3,"=""""","=""""","=""400.372""","=""""","=""""","=""1.25e+07""",C+,"=""317779.5""","=""342749.2""","=""2s2.4d""","=""2D""","=""5/2""","=""2s2.5f""","=""2F*""","=""5/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""""","=""400.788""","=""""","=""""","=""1.56e+05""",B,"=""317747.7""","=""342691.5""","=""2s2.4d""","=""2D""","=""3/2""","=""2s.2p.(3P*).3d""","=""2P*""","=""3/2""",,"=""T7192LS""","=""""",
N,1,"=""""","=""""","=""401.11348""","=""""","=""""","=""5.75e+05""",C,"=""86137.350""","=""111060.905""","=""2s2.2p2.(3P).3s""","=""2P""","=""1/2""","=""2s2.2p2.(3P).5p""","=""2S*""","=""1/2""",,"=""u18,LS""","=""""",
N,3,"=""""","=""""","=""401.300""","=""""","=""""","=""1.39e+06""",B,"=""317779.5""","=""342691.5""","=""2s2.4d""","=""2D""","=""5/2""","=""2s.2p.(3P*).3d""","=""2P*""","=""3/2""",,"=""T7192LS""","=""""",
N,1,"=""""","=""""","=""402.45635""","=""""","=""""","=""1.14e+06""",C,"=""86220.510""","=""111060.905""","=""2s2.2p2.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p2.(3P).5p""","=""2S*""","=""1/2""",,"=""u18,LS""","=""""",
N,2,"=""403.508""","=""""","=""""","=""""","=""360""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3513""",
N,2,"=""404.131""","=""""","=""""","=""""","=""550""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3513""",
N,2,"=""404.353""","=""""","=""""","=""""","=""360""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3513""",
N,2,"=""""","=""""","=""404.6740""","=""""","=""""","=""1.44e+03""",C,"=""144187.94""","=""168892.21""","=""2s.2p3""","=""1D*""","=""2""","=""2s2.2p.3p""","=""3S""","=""1""",,"=""T7333""","=""""",
N,4,"=""405.776""","=""""","=""405.776""","=""""","=""150""","=""6.62e+07""",B,"=""404522.4""","=""429159.6""","=""1s2.2s.3p""","=""1P*""","=""1""","=""1s2.2s.3d""","=""1D""","=""2""",,"=""T5633""","=""L4738""",
N,1,"=""""","=""""","=""409.505""","=""""","=""""","=""8.05e+04""",C+,"=""96787.680""","=""121200.5""","=""2s2.2p2.(3P).3p""","=""2D*""","=""3/2""","=""2s.2p4""","=""2D""","=""5/2""",,"=""T5714""","=""""",
N,3,"=""409.733""","=""""","=""409.736""","=""""","=""250""","=""8.70e+07""",B,"=""221302.2""","=""245701.3""","=""2s2.3s""","=""2S""","=""1/2""","=""2s2.3p""","=""2P*""","=""3/2""",,"=""T6335n""","=""L3513""",
N,2,"=""""","=""""","=""409.8866""","=""""","=""""","=""1.80e+04""",C,"=""187437.56""","=""211827.67""","=""2s2.2p.3d""","=""3D*""","=""1""","=""2s.2p2.(4P).3s""","=""3P""","=""2""",,"=""T6385""","=""""",
N,1,"=""409.994""","=""""","=""409.99432""","=""""","=""140""","=""3.48e+06""",C+,"=""86137.350""","=""110521.050""","=""2s2.2p2.(3P).3s""","=""2P""","=""1/2""","=""2s2.2p2.(1D).3p""","=""2D*""","=""3/2""",,"=""T6340""","=""L3513""",
N,2,"=""""","=""""","=""410.2903""","=""""","=""""","=""2.68e+05""",C,"=""187461.56""","=""211827.67""","=""2s2.2p.3d""","=""3D*""","=""2""","=""2s.2p2.(4P).3s""","=""3P""","=""2""",,"=""T6385""","=""""",
N,3,"=""410.343""","=""""","=""410.339""","=""""","=""200""","=""8.67e+07""",B,"=""221302.2""","=""245665.4""","=""2s2.3s""","=""2S""","=""1/2""","=""2s2.3p""","=""2P*""","=""1/2""",,"=""T6335n""","=""L3513""",
N,2,"=""""","=""""","=""410.6985""","=""""","=""""","=""4.57e+05""",C,"=""187437.56""","=""211779.45""","=""2s2.2p.3d""","=""3D*""","=""1""","=""2s.2p2.(4P).3s""","=""3P""","=""1""",,"=""T6385""","=""""",
N,1,"=""""","=""""","=""410.790""","=""""","=""""","=""1.23e+06""",C+,"=""96864.050""","=""121200.5""","=""2s2.2p2.(3P).3p""","=""2D*""","=""5/2""","=""2s.2p4""","=""2D""","=""5/2""",,"=""T5714""","=""""",
N,2,"=""""","=""""","=""410.8018""","=""""","=""""","=""1.52e+06""",C,"=""187491.90""","=""211827.67""","=""2s2.2p.3d""","=""3D*""","=""3""","=""2s.2p2.(4P).3s""","=""3P""","=""2""",,"=""T6385""","=""""",
N,2,"=""""","=""""","=""410.9587""","=""""","=""""","=""1.24e+02""",D,"=""164610.76""","=""188937.24""","=""2s2.2p.3p""","=""1P""","=""1""","=""2s2.2p.3d""","=""3P*""","=""0""",,"=""T7333""","=""""",
N,1,"=""410.995""","=""""","=""410.99487""","=""""","=""185""","=""3.90e+06""",C+,"=""86220.510""","=""110544.850""","=""2s2.2p2.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p2.(1D).3p""","=""2D*""","=""5/2""",,"=""T6340""","=""L3513""",
N,2,"=""""","=""""","=""411.1039""","=""""","=""""","=""1.37e+06""",C,"=""187461.56""","=""211779.45""","=""2s2.2p.3d""","=""3D*""","=""2""","=""2s.2p2.(4P).3s""","=""3P""","=""1""",,"=""T6385""","=""""",
N,2,"=""""","=""""","=""411.2070""","=""""","=""""","=""1.85e+06""",C,"=""187437.56""","=""211749.35""","=""2s2.2p.3d""","=""3D*""","=""1""","=""2s.2p2.(4P).3s""","=""3P""","=""0""",,"=""T6385""","=""""",
